"","GRTS_ID","lowerleft","upperleft","upperright","lowerright","center"
"340",4581,"20.8105908234143,-156.856721480554","20.8105611282385,-156.808961989628","20.7651463631028,-156.808997670542","20.7651760495538,-156.856748241246","20.787869,-156.832857"
"341",4605,"20.7638401648959,-156.140492595734","20.7636832522167,-156.092742574722","20.718273761871,-156.092911993726","20.718430628567,-156.140653098155","20.741057,-156.1167"
"342",4608,"19.265519775078,-155.623728933278","19.265271879436,-155.576272275098","19.2200049943265,-155.576536506924","19.2202528232438,-155.623984357895","19.242763,-155.600131"
"343",4618,"20.9460705592256,-156.330993436362","20.9459474279839,-156.283207495319","20.900518192687,-156.283341447855","20.9006412874802,-156.331118458855","20.923295,-156.307165"
"344",4620,"21.3082693256464,-158.100723851396","21.3084608479501,-158.05286684604","21.2629912261998,-158.0526697953","21.2627997617244,-158.100517844129","21.285631,-158.076695"
"345",4649,"19.4423861087844,-154.957829550769","19.4420201807856,-154.910339305914","19.3967390986076,-154.910727408134","19.3971049270974,-154.958208833623","19.419563,-154.934276"
"346",4657,"20.6282827235575,-156.379591160949","20.6281683195968,-156.331867613631","20.582772966215,-156.33199230964","20.5828873369007,-156.37970695021","20.605528,-156.35579"
"347",4660,"19.0399147338741,-155.767243627826","19.0396923449955,-155.719830699066","18.9944438025345,-155.720068068329","18.9946661323381,-155.767472206051","19.01718,-155.743654"
"348",4665,"19.7181547981953,-155.573624551554","19.7178977987517,-155.526079739798","19.6725915968998,-155.526353795162","19.6728485253362,-155.573889766982","19.695374,-155.549987"
"349",4674,"21.0832043018595,-156.904373798561","21.0831830532558,-156.856560706203","21.0377385202617,-156.85658752698","21.0377597625281,-156.904391679082","21.060472,-156.880478"
"350",4676,"21.6274213036665,-157.910488453391","21.6275791148568,-157.862568382234","21.5820719288809,-157.862406734688","21.5819141661714,-157.910317825649","21.604747,-157.886445"
"351",4705,"20.8550939001256,-156.283475350335","20.8549623549982,-156.235707316068","20.8095430113809,-156.235850091862","20.809674517764,-156.283609202786","20.832319,-156.25966"
"352",4729,"19.6294790926928,-156.001903141011","19.6292980269472,-155.954375237123","19.5839993992018,-155.954569586647","19.5841804151736,-156.002088656741","19.60674,-155.978234"
"353",4758,"20.9465588392612,-156.569923775974","20.9464781668002,-156.522137634595","20.9010487743961,-156.522226936675","20.9011294229762,-156.5700041479","20.923804,-156.546073"
"354",4785,"19.5349802934589,-155.242120770803","19.5346646620728,-155.194612080042","19.4893751435189,-155.194947514091","19.4896906886124,-155.242447378487","19.512178,-155.218532"
"355",4797,"19.3102861959832,-155.528542574669","19.3100214232119,-155.48107730562","19.2647508796185,-155.48135925635","19.2650155809367,-155.528815715032","19.287519,-155.504949"
"356",4799,"22.1634632766106,-159.545435766565","22.163912767756,-159.497411761222","22.1183409446447,-159.496942711192","22.1178915956008,-159.544957698113","22.140902,-159.521187"
"357",4817,"20.2181712687624,-155.856556237802","20.2179641864618,-155.808913423324","20.1726106389407,-155.809135345232","20.1728176623772,-155.856769283196","20.195391,-155.832844"
"358",4840,"21.2194791716795,-157.239199649253","21.2195174535647,-157.191359739504","21.1740576086319,-157.191323938319","21.1740193382497,-157.239154897786","21.196769,-157.21526"
"359",4841,"19.5340081507188,-155.099595075867","19.5336672708511,-155.052086769014","19.4883780249697,-155.052448681737","19.4887188116477,-155.099948162438","19.511194,-155.07602"
"360",4848,"19.174221157698,-155.481922843908","19.1739482003999,-155.434484100689","19.1286890334363,-155.434774538137","19.1289619176545,-155.482204480851","19.151456,-155.458346"
"361",4857,"19.4458561556973,-155.480230824923","19.4455827554335,-155.432739210021","19.4003007043677,-155.433030295192","19.400574030268,-155.480513089965","19.423079,-155.456628"
"362",4859,"22.1169672248249,-159.640987129961","22.117433688967,-159.592972505498","22.0718679840485,-159.592485601648","22.0714016670092,-159.640491211279","22.094418,-159.616734"
"363",4862,"21.2195174535647,-156.808640260496","21.2194791716795,-156.760800350747","21.1740193382497,-156.760845102214","21.1740576086319,-156.808676061681","21.196769,-156.78474"
"364",4864,"21.6262953043841,-158.198007419004","21.6265042960274,-158.150087782205","21.5809974402349,-158.149872254052","21.5807885127912,-158.197782910898","21.603647,-158.173938"
"365",4869,"19.7657366920456,-156.096455233728","19.7655723330649,-156.048900673824","19.7202613662153,-156.049077552944","19.7204256796604,-156.096623269118","19.743,-156.072764"
"366",4876,"21.7182855777855,-157.958767878448","21.7184520217538,-157.91082990084","21.6729339110497,-157.91065914511","21.6727675184649,-157.95858813582","21.69561,-157.934711"
"367",4878,"20.9002465355612,-156.18778757936","20.9000979732737,-156.140010728539","20.8546738047897,-156.140171410959","20.8548223232118,-156.187939335164","20.877461,-156.163977"
"368",4884,"19.1306370165732,-155.814216822448","19.1304229052609,-155.766786216936","19.085166981276,-155.767014964803","19.0853810354088,-155.814436772706","19.107903,-155.790614"
"369",4888,"21.4003868072128,-157.76601016435","21.4005188258059,-157.718134789304","21.355038362417,-157.718000334661","21.3549063838859,-157.76586674622","21.377713,-157.742003"
"370",4901,"19.8097239688863,-155.763344785441","19.8095005490478,-155.715781908608","19.7641858241443,-155.716020781548","19.7644091819289,-155.763574811657","19.786955,-155.739681"
"371",4913,"19.3569731515998,-155.81311584585","19.3567587518815,-155.765641203287","19.3114839827968,-155.765870376083","19.3116983244985,-155.813336204696","19.334229,-155.789491"
"372",4921,"19.9881006046085,-155.238848005327","19.9877840965168,-155.191250870166","19.9424533352248,-155.19158755424","19.9427697545117,-155.239175830146","19.965277,-155.215216"
"373",4929,"19.532594135113,-154.90956266876","19.5322195913371,-154.862054919712","19.4869307412007,-154.862452136276","19.4873051825927,-154.909951059483","19.509763,-154.886005"
"374",4937,"20.7191937661076,-156.427100866776","20.719087774558,-156.379359452695","20.673682858681,-156.379475328453","20.6737888192464,-156.427207829107","20.696439,-156.403286"
"375",4945,"19.9903288391466,-155.619629204638","19.9900798492902,-155.572031185153","19.9447484438253,-155.572296993381","19.9449973638114,-155.619886153117","19.967539,-155.595961"
"376",5017,"19.3082562820974,-155.196288004788","19.3079326749105,-155.148823537429","19.2626626949572,-155.149167158996","19.2629862148249,-155.196622816434","19.28546,-155.172725"
"377",5028,"19.0842268251452,-155.577328614263","19.0839708013872,-155.52990726321","19.0387188725714,-155.530179897218","19.0389748281431,-155.577592454179","19.061473,-155.553752"
"378",5033,"19.5376737057842,-155.71721381454","19.5374422389398,-155.669704057333","19.4921519609477,-155.669951224897","19.492383364499,-155.717452155143","19.514913,-155.69358"
"379",5042,"20.9014562623927,-156.904445280547","20.9014350390328,-156.856667929164","20.8560104757451,-156.856694709862","20.8560316928379,-156.904463134349","20.878734,-156.880568"
"380",5044,"21.3995989567394,-158.005386166576","21.3997735610812,-157.957511093723","21.354293323844,-157.957331821966","21.3541187724847,-158.005197931501","21.376947,-157.981357"
"381",5064,"19.2215633822278,-155.908673339941","19.2213659576256,-155.86122496925","19.1761024753888,-155.86143627862","19.1762998469868,-155.908875845083","19.198833,-155.885053"
"382",5073,"20.5378693226214,-156.570646043497","20.5377888626961,-156.522940153532","20.4924027917489,-156.523029155946","20.4924832283894,-156.570726145722","20.515137,-156.546835"
"383",5090,"20.9013204329404,-156.71333594843","20.9012652522597,-156.665558657115","20.8558407391077,-156.665621145322","20.8558959034943,-156.713389509775","20.878581,-156.689476"
"384",5097,"19.3121017919751,-155.908268104075","19.3119042609015,-155.860802115117","19.2666332091694,-155.86101358143","19.26683068693,-155.908470759619","19.289368,-155.884639"
"385",5105,"19.8980505270127,-155.334662735399","19.8977510661124,-155.287083074844","19.8524286302554,-155.287401802962","19.8527280075628,-155.33497261072","19.87524,-155.31103"
"386",5109,"20.2175246657359,-155.713628045857","20.2172922273806,-155.665985489486","20.1719388708622,-155.666234040651","20.1721712431484,-155.713867720653","20.194732,-155.689929"
"387",5111,"21.9825325331118,-159.399560189497","21.9829558091306,-159.351571720115","21.9374067050293,-159.351130389343","21.9369835615417,-159.399109853544","21.95997,-159.375343"
"388",5129,"19.9449973638114,-155.619886153117","19.9447484438253,-155.572296993381","19.8994213057997,-155.572562702671","19.8996701561148,-155.620143005955","19.92221,-155.596222"
"389",5139,"22.1647860688507,-159.401363225176","22.1652098786443,-159.35333870125","22.1196376454456,-159.352896707073","22.1192139696448,-159.400912212285","22.142212,-159.377128"
"390",5149,"19.442743625423,-155.005319936558","19.4423861087844,-154.957829550769","19.3971049270974,-154.958208833623","19.3974623465122,-155.005690399967","19.419925,-154.981762"
"391",5161,"19.5366973387486,-155.527175350119","19.5364322055917,-155.47966598012","19.4911422037755,-155.479948454994","19.491407264438,-155.527448998249","19.51392,-155.50356"
"392",5163,"21.8823650668653,-160.262095855866","21.8829418649304,-160.214128950274","21.8374069013976,-160.213525995099","21.8368302829621,-160.261483904267","21.859886,-160.237809"
"393",5169,"20.0821236984513,-155.857195135909","20.0819167922425,-155.809578941053","20.0365764295945,-155.809800615059","20.0367832774391,-155.857407943315","20.059351,-155.833496"
"394",5205,"19.3088782820823,-155.291217309261","19.3085714845038,-155.243752596489","19.2633013321782,-155.244078598145","19.2636080469698,-155.291534500859","19.28609,-155.267646"
"395",5217,"19.5827365025994,-155.66945679789","19.5824965533378,-155.621938302373","19.5372023554612,-155.622194392007","19.5374422389398,-155.669704057333","19.55997,-155.645823"
"396",5232,"19.2639063591538,-155.338990521306","19.2636080469698,-155.291534500859","19.2183416096781,-155.291851574724","19.2186398415753,-155.339298788318","19.241125,-155.315419"
"397",5237,"19.7145147125283,-155.00309426261","19.7141566066198,-154.955550891276","19.6688514383064,-154.955931020915","19.6692094452951,-155.003465553116","19.691684,-154.97951"
"398",5253,"20.8552169585722,-156.331243434629","20.8550939001256,-156.283475350335","20.809674517764,-156.283609202786","20.8097975399657,-156.331368363711","20.832446,-156.307424"
"399",5261,"19.8986241438026,-155.429822399295","19.8983415529245,-155.382242511314","19.8530189522349,-155.382543533774","19.8533014642265,-155.43011456883","19.875822,-155.406181"
"400",5273,"19.5388857556399,-156.002274103521","19.5387047892988,-155.954763863937","19.4934141660601,-155.954958069035","19.4935950829135,-156.002459481389","19.516151,-155.978614"
"401",5289,"20.1255762437728,-155.475984230002","20.1253017020128,-155.428359918859","20.0799575303429,-155.42865263285","20.0802319944704,-155.476268074512","20.102767,-155.452316"
"402",5337,"20.809403020838,-156.188091034271","20.8092545461586,-156.140332033346","20.7638401648959,-156.140492595734","20.763988595955,-156.188242676711","20.786622,-156.16429"
"403",5340,"19.2657592678255,-155.671185686302","19.265519775078,-155.623728933278","19.2202528232438,-155.623984357895","19.2204922515274,-155.671432303658","19.243007,-155.647583"
"404",5354,"20.9458158050418,-156.235421604361","20.9456756904213,-156.187635766826","20.9002465355612,-156.18778757936","20.9003866087067,-156.235564486911","20.923032,-156.211602"
"405",5356,"21.3080692915008,-158.148580779612","21.3082693256464,-158.100723851396","21.2627997617244,-158.100517844129","21.2625997879764,-158.148365815862","21.285435,-158.124547"
"406",5361,"19.7199074608939,-155.953986321214","19.719717869072,-155.906440812237","19.6744111643232,-155.906644146673","19.6746007037563,-155.954180815326","19.69716,-155.930313"
"407",5393,"20.673682858681,-156.379475328453","20.6735684213515,-156.331742871059","20.6281683195968,-156.331867613631","20.6282827235575,-156.379591160949","20.650926,-156.355669"
"408",5396,"19.0396923449955,-155.719830699066","19.0394615643911,-155.672417858364","18.9942130832334,-155.672664018616","18.9944438025345,-155.720068068329","19.016953,-155.696245"
"409",5406,"21.1740873744913,-156.856507034541","21.1740576086319,-156.808676061681","21.1286029034638,-156.808711849473","21.1286326604012,-156.856533875392","21.151346,-156.832607"
"410",5408,"21.5817478759296,-157.958228852669","21.5819141661714,-157.910317825649","21.5364124651859,-157.910147261846","21.5362462259038,-157.95804931207","21.559081,-157.934186"
"411",5437,"20.7189733037658,-156.331618081899","20.7188503537497,-156.283876757718","20.6734455072766,-156.284010460254","20.6735684213515,-156.331742871059","20.69621,-156.307812"
"412",5449,"20.0807555888767,-155.571499271663","20.0804980139957,-155.523883621884","20.0351580515372,-155.524158494448","20.0354155537677,-155.571765277932","20.057957,-155.547827"
"413",5465,"19.8071103974935,-155.287720412489","19.8068026732977,-155.240158572758","19.7614886976497,-155.240485909908","19.7617963363905,-155.288038903494","19.7843,-155.264101"
"414",5509,"19.5802738820288,-155.241794041712","19.579958164101,-155.194276521304","19.5346646620728,-155.194612080042","19.5349802934589,-155.242120770803","19.55747,-155.218201"
"415",5520,"19.2647508796185,-155.48135925635","19.264477775521,-155.433902902322","19.2192111041491,-155.434193555437","19.2194841347402,-155.481641102427","19.241982,-155.457774"
"416",5525,"19.3555606408729,-155.528269332866","19.355295796441,-155.480795250178","19.3100214232119,-155.48107730562","19.3102861959832,-155.528542574669","19.332792,-155.504671"
"417",5527,"22.2541659276616,-159.594434314996","22.2546242698989,-159.546392442483","22.2090408233437,-159.545914014655","22.2085826267051,-159.593946862069","22.231604,-159.570172"
"418",5536,"21.5811978403044,-158.101961516441","21.5813897129652,-158.05405070143","21.5358881726972,-158.053853207354","21.5356963588342,-158.101755045687","21.558543,-158.077905"
"419",5565,"20.3090906330253,-155.903790565655","20.3088918894042,-155.856129908715","20.2635293338208,-155.856343112989","20.2637280206584,-155.903994886752","20.28631,-155.880065"
"420",5572,"21.2648973746834,-157.287093264093","21.2649441777395,-157.239244417472","21.2194791716795,-157.239199649253","21.2194323827218,-157.287039542251","21.242189,-157.263144"
"421",5573,"19.578611107729,-155.00420772008","19.5782532977285,-154.956690856288","19.5329602629942,-154.95707056218","19.5333179749251,-155.004578596691","19.555786,-154.980637"
"422",5585,"19.4916639108801,-155.574949643171","19.491407264438,-155.527448998249","19.4461211440745,-155.527722544713","19.4463777205247,-155.575214366112","19.468893,-155.551334"
"423",5587,"22.1620634417485,-159.689506691218","22.1625386135243,-159.641483234951","22.1169672248249,-159.640987129961","22.1164922032572,-159.689001568115","22.139516,-159.665245"
"424",5593,"19.7204256796604,-156.096623269118","19.7202613662153,-156.049077552944","19.6749545112839,-156.049254366286","19.6751187793237,-156.09679124202","19.697691,-156.072937"
"425",5624,"19.0394615643911,-155.672417858364","19.0392223920952,-155.625005108982","18.993973974469,-155.625260060171","18.9942130832334,-155.672664018616","19.016718,-155.648837"
"426",5629,"19.8550429295848,-155.763114673621","19.8548194475145,-155.715542946772","19.8095005490478,-155.715781908608","19.8097239688863,-155.763344785441","19.832272,-155.739446"
"427",5631,"22.0699513878441,-159.784506909416","22.0704433688219,-159.736501868547","22.0248839093715,-159.73598811349","22.0243920831548,-159.783984143232","22.047418,-159.760245"
"428",5641,"19.3571791437452,-155.860590570268","19.3569731515998,-155.81311584585","19.3116983244985,-155.813336204696","19.3119042609015,-155.860802115117","19.334439,-155.836961"
"429",5649,"20.0793832684557,-155.333422079867","20.0790834707866,-155.285806975152","20.0337439072888,-155.286126178291","20.0340436204052,-155.333732417016","20.056564,-155.309772"
"430",5657,"20.2172922273806,-155.665985489486","20.2170513370793,-155.618343025767","20.1716980490315,-155.61860045325","20.1719388708622,-155.666234040651","20.194496,-155.642291"
"431",5669,"20.8555352136318,-156.474547954329","20.8554376153436,-156.426779739962","20.8100181317455,-156.426886822226","20.810115701287,-156.47464611315","20.832777,-156.450715"
"432",5729,"19.9916455376585,-155.905219215637","19.9914471881566,-155.857620671481","19.946115398983,-155.857833320451","19.9463136928204,-155.905423004565","19.968881,-155.881524"
"433",5776,"21.4000972184487,-157.861760749914","21.4002462714191,-157.813885485673","21.3547658907383,-157.813733104086","21.3546168829984,-157.861599404902","21.377432,-157.837745"
"434",5784,"19.2633013321782,-155.244078598145","19.2629862148249,-155.196622816434","19.2177199448863,-155.196957503807","19.2180349774331,-155.244404478797","19.240511,-155.220516"
"435",5817,"19.7186435195615,-155.668714467764","19.7184033718113,-155.621169461972","19.6730970302721,-155.621425837409","19.673337111669,-155.668962003156","19.695871,-155.645068"
"436",5825,"19.4026555268295,-155.90786256715","19.4024578886653,-155.860378946838","19.3571791437452,-155.860590570268","19.3573767282866,-155.908065373266","19.379918,-155.884224"
"437",5837,"20.1265899405028,-155.666482499215","20.1263491869484,-155.618857784825","20.0810047190729,-155.619115020546","20.0812454045448,-155.666730865229","20.103798,-155.642797"
"438",5857,"19.9452378461959,-155.667475408494","19.9449973638114,-155.619886153117","19.8996701561148,-155.620143005955","19.8999105711888,-155.667723404827","19.922455,-155.643807"
"439",5861,"20.8560444230951,-156.952231565507","20.8560316928379,-156.904463134349","20.8106120342577,-156.90448098148","20.8106247607651,-156.952240489073","20.833329,-156.928354"
"440",5871,"22.0732156059621,-159.448467689375","22.073647703266,-159.400461368772","22.0280872357305,-159.400010694541","22.0276552743753,-159.448008003296","22.050652,-159.424237"
"441",5877,"19.4430927306472,-155.052810460005","19.442743625423,-155.005319936558","19.3974623465122,-155.005690399967","19.397811356798,-155.053172103892","19.420278,-155.029248"
"442",5885,"20.8089321444893,-156.044814214828","20.8087582175526,-155.997055403901","20.763343982103,-155.997242725922","20.7635178579434,-156.044992617008","20.786139,-156.021026"
"443",5893,"19.5817261922778,-155.479383400241","19.5814525676304,-155.431865305279","19.5361586559547,-155.432156715124","19.5364322055917,-155.47966598012","19.558943,-155.455768"
"444",5895,"21.883510120067,-160.166161818387","21.8840698321754,-160.118194463579","21.8385345173478,-160.117609501629","21.8379749795593,-160.165567859761","21.861023,-160.141883"
"445",5902,"20.9913816386025,-156.2830734927","20.9912499765896,-156.235278668388","20.9458158050418,-156.235421604361","20.9459474279839,-156.283207495319","20.968599,-156.259245"
"446",5905,"19.8101455165856,-155.858470792625","19.8099389580767,-155.810907747877","19.7646241114062,-155.811128927321","19.7648306125429,-155.858683125251","19.787385,-155.834798"
"447",5940,"21.1286666683369,-157.047822045998","21.1286709193294,-157","21.0832213007447,-157","21.0832170510232,-157.047813102392","21.105944,-157.023909"
"448",5941,"19.3988079323591,-155.195618008401","19.3984841497723,-155.148135911384","19.3532064828624,-155.148479788249","19.3535301776223,-155.1959530688","19.376008,-155.172047"
"449",5953,"19.7170762458588,-155.383445929386","19.7167855435148,-155.335901545162","19.6714796489583,-155.336210959683","19.6717702709887,-155.38374650421","19.694278,-155.359826"
"450",5963,"21.9807539322075,-159.591512342302","21.9812114068025,-159.54352456957","21.935662848867,-159.543047218656","21.9352055174964,-159.591025986601","21.958209,-159.567278"
"451",5969,"19.7598240871148,-155.002722833986","19.7594658820021,-154.95517062023","19.7141566066198,-154.955550891276","19.7145147125283,-155.00309426261","19.736991,-154.979135"
"452",5985,"20.7187189245299,-156.23613548348","20.7185790161281,-156.188394262516","20.6731742489723,-156.188545791719","20.6733141164764,-156.236278099365","20.695947,-156.212338"
"453",5993,"20.0351580515372,-155.524158494448","20.0348921070433,-155.476551813312","19.9895565498275,-155.476835446462","19.9898224195036,-155.524433264661","20.012358,-155.500495"
"454",5997,"20.6287911866211,-156.665933236423","20.6287276286474,-156.618209479573","20.5833321125852,-156.618280734763","20.5833956520721,-156.665995584747","20.606062,-156.642105"
"455",6034,"20.9462913465273,-156.426565455343","20.9461851987463,-156.378779424149","20.9007558930661,-156.378895516574","20.9008620094255,-156.426672617675","20.923524,-156.402728"
"456",6055,"22.2550740464166,-159.49835039013","22.2555152571341,-159.450308161329","22.209931527534,-159.449847784","22.2094904569802,-159.497880987502","22.232503,-159.474097"
"457",6061,"19.671180603638,-155.288675530195","19.6708731350737,-155.241140219033","19.6255714854951,-155.241467191144","19.6258788693371,-155.288993666025","19.648377,-155.265069"
"458",6065,"20.8548223232118,-156.187939335164","20.8546738047897,-156.140171410959","20.8092545461586,-156.140332033346","20.809403020838,-156.188091034271","20.832039,-156.164133"
"459",6068,"19.1304229052609,-155.766786216936","19.1302003977136,-155.719355696316","19.0849445331495,-155.719593241745","19.085166981276,-155.767014964803","19.107684,-155.743188"
"460",6077,"19.6270241950086,-155.479100715299","19.6267504951344,-155.431573787087","19.5814525676304,-155.431865305279","19.5817261922778,-155.479383400241","19.604239,-155.455481"
"461",6079,"21.8840698321754,-160.118194463579","21.8846210011575,-160.070226889226","21.8390855146651,-160.069650924075","21.8385345173478,-160.117609501629","21.861578,-160.09392"
"462",6082,"20.9915048063945,-156.330868367123","20.9913816386025,-156.2830734927","20.9459474279839,-156.283207495319","20.9460705592256,-156.330993436362","20.968727,-156.307036"
"463",6084,"21.4445093540192,-158.149226154002","21.4447095703666,-158.101342336205","21.3992241968886,-158.10113609739","21.3990240414436,-158.149010948637","21.421867,-158.125179"
"464",6089,"19.719717869072,-155.906440812237","19.7195198511813,-155.858895378902","19.6742132011488,-155.859107553622","19.6744111643232,-155.906644146673","19.696966,-155.882772"
"465",6128,"18.9487291714951,-155.625514916834","18.9484817388702,-155.578119840542","18.903240585289,-155.578383387098","18.9034879525382,-155.625769679021","18.925985,-155.601947"
"466",6142,"21.1286709193294,-157","21.1286666683369,-156.952177954002","21.0832170510232,-156.952186897608","21.0832213007447,-157","21.105944,-156.976091"
"467",6144,"21.5364124651859,-157.910147261846","21.5365701795484,-157.862245147718","21.4910738335359,-157.862083621288","21.4909161673868,-157.909976761947","21.513744,-157.886113"
"468",6151,"22.0253671837141,-159.687991890885","22.0258419060971,-159.6399954788","21.9802879081664,-159.63949993242","21.9798133347617,-159.687487336545","22.002828,-159.663744"
"469",6157,"19.7155384784445,-155.145725192177","19.7152056484939,-155.098181416349","19.669900190397,-155.09853502836","19.670232928404,-155.146069964829","19.69272,-155.122128"
"470",6169,"19.6231840168416,-154.90878545412","19.6228092674105,-154.861260043546","19.5775124230174,-154.861657555497","19.5778870694727,-154.909174133666","19.600349,-154.885219"
"471",6181,"19.9444910862763,-155.524707932583","19.9442252912049,-155.47711897402","19.8988982996028,-155.477402396045","19.8991640202823,-155.524982498268","19.921695,-155.501053"
"472",6201,"19.7614886976497,-155.240485909908","19.7611726310537,-155.19293303807","19.7158628829712,-155.19326909626","19.7161788620241,-155.24081312531","19.738676,-155.216875"
"473",6213,"19.3565359446226,-155.718166645851","19.3563047298567,-155.670692176818","19.3110300836279,-155.670938977372","19.3112612358288,-155.718404632551","19.333784,-155.694551"
"474",6241,"19.6708731350737,-155.241140219033","19.6705572433128,-155.193605029482","19.6252556807758,-155.193940837807","19.6255714854951,-155.241467191144","19.648065,-155.217538"
"475",6252,"19.2194841347402,-155.481641102427","19.2192111041491,-155.434193555437","19.1739482003999,-155.434484100689","19.174221157698,-155.481922843908","19.196717,-155.45806"
"476",6257,"19.3094666625718,-155.386147084929","19.3091766747866,-155.338682139831","19.2639063591538,-155.338990521306","19.2641962686854,-155.386446656217","19.286687,-155.362567"
"477",6259,"22.0723257462744,-159.544479809197","22.0727749536054,-159.496473837312","22.0272147606557,-159.496005139482","22.0267656946496,-159.544002099716","22.049771,-159.52024"
"478",6266,"21.1739725633513,-156.713014159489","21.1739172839445,-156.665183236854","21.128462620837,-156.665245865417","21.1285178836745,-156.713067841139","21.151218,-156.689128"
"479",6268,"21.490200279944,-158.10154865229","21.4903920351717,-158.05365578727","21.4449012671211,-158.053458441139","21.4447095703666,-158.101342336205","21.467551,-158.077501"
"480",6300,"19.0855866955163,-155.861858662189","19.0853810354088,-155.814436772706","19.040128730994,-155.814656641382","19.0403343363237,-155.862069736475","19.062858,-155.838255"
"481",6304,"21.1740193382497,-157.239154897786","21.1740576086319,-157.191323938319","21.1286029034638,-157.191288150527","21.1285646445527,-157.239110163061","21.151312,-157.215219"
"482",6305,"19.6242577418453,-155.0513625399","19.6239082541145,-155.003836705581","19.578611107729,-155.00420772008","19.5789604994194,-155.05172472176","19.601435,-155.027783"
"483",6317,"19.4455827554335,-155.432739210021","19.4453009433243,-155.385247703283","19.4000189689087,-155.385547608524","19.4003007043677,-155.433030295192","19.422801,-155.409141"
"484",6319,"22.1615797099299,-159.737529957684","22.1620634417485,-159.689506691218","22.1164922032572,-159.689001568115","22.1160086243486,-159.737015816575","22.139036,-159.713264"
"485",6325,"19.5385154061305,-155.907253696547","19.5383176061641,-155.85974360463","19.4930270888042,-155.859955464064","19.4932248346807,-155.907456728833","19.515772,-155.883602"
"486",6349,"20.583260101198,-156.570565911372","20.5831796179221,-156.522851117897","20.5377888626961,-156.522940153532","20.5378693226214,-156.570646043497","20.560525,-156.546751"
"487",6357,"19.8545875324835,-155.66797130887","19.8543471845278,-155.620399763207","19.8090284175668,-155.620656424925","19.809268698596,-155.668219120672","19.831808,-155.644312"
"488",6385,"20.1721712431484,-155.713867720653","20.1719388708622,-155.666234040651","20.1265899405028,-155.666482499215","20.1268222469072,-155.714107306154","20.149381,-155.690173"
"489",6387,"21.9361116333838,-159.49506827158","21.9365518709678,-159.447089148749","21.8910087314689,-159.446629980087","21.8905686313849,-159.494600101308","21.913561,-159.470847"
"490",6397,"20.810115701287,-156.47464611315","20.8100181317455,-156.426886822226","20.7646035261453,-156.42699386449","20.7647010670208,-156.474744235304","20.78736,-156.450818"
"491",6429,"19.3981519579018,-155.100653942122","19.397811356798,-155.053172103892","19.3525338723794,-155.053533613473","19.3528743810981,-155.101006635382","19.375343,-155.077092"
"492",6445,"19.4015832374754,-155.670445284588","19.4013435502103,-155.622962090153","19.3560651076189,-155.62321779946","19.3563047298567,-155.670692176818","19.378825,-155.646829"
"493",6457,"19.946115398983,-155.857833320451","19.9459086673688,-155.810243715489","19.9005812045952,-155.810465142007","19.9007878783426,-155.858045890269","19.923349,-155.834147"
"494",6493,"20.6730259047874,-156.140813540645","20.6728690839457,-156.093081349469","20.6274691861059,-156.093250641985","20.627625961222,-156.140973923235","20.650248,-156.11703"
"495",6510,"20.9469027591767,-157","20.946898513247,-156.952213708366","20.90146899641,-156.952222638605","20.9014732410827,-157","20.924186,-156.976109"
"496",6512,"21.3997735610812,-157.957511093723","21.3999396483271,-157.909635953717","21.3544593606914,-157.909465645314","21.354293323844,-157.957331821966","21.377117,-157.933486"
"497",6517,"19.5836121098826,-155.859531666442","19.5834058365946,-155.812012822897","19.5381113894297,-155.81223359147","19.5383176061641,-155.85974360463","19.560862,-155.83588"
"498",6549,"20.0343348914334,-155.381338771296","20.0340436204052,-155.333732417016","19.9887083018849,-155.334042638612","19.9889994909744,-155.381640130138","20.011522,-155.357688"
"499",6557,"19.4481274983509,-155.955152201979","19.4479382186111,-155.907659685687","19.4026555268295,-155.90786256715","19.4028447550788,-155.955346262811","19.425392,-155.931505"
"500",6583,"21.7918775603781,-160.212923266091","21.792445462051,-160.164974123931","21.7469215339151,-160.16438061077","21.7463538082456,-160.212320763126","21.7694,-160.18865"
"501",6593,"20.8560104757451,-156.856694709862","20.85598077182,-156.80892629538","20.8105611282385,-156.808961989628","20.8105908234143,-156.856721480554","20.833286,-156.832826"
"502",6603,"22.1192139696448,-159.400912212285","22.1196376454456,-159.352896707073","22.0740712454407,-159.352454878887","22.073647703266,-159.400461368772","22.096643,-159.376681"
"503",6609,"19.3076006629917,-155.101359197683","19.3072602463909,-155.053894988823","19.2619904478741,-155.054256230016","19.2623307726236,-155.1017116291","19.284796,-155.077806"
"504",6617,"20.763988595955,-156.188242676711","20.7638401648959,-156.140492595734","20.718430628567,-156.140653098155","20.7185790161281,-156.188394262516","20.74121,-156.164446"
"505",6620,"19.1297301940475,-155.624494922809","19.1294824979989,-155.577064676452","19.0842268251452,-155.577328614263","19.0844744550493,-155.624750063212","19.106979,-155.60091"
"506",6625,"19.6717702709887,-155.38374650421","19.6714796489583,-155.336210959683","19.6261778322547,-155.336520259166","19.626468374202,-155.384046967281","19.648975,-155.360131"
"507",6636,"21.3988153690306,-158.1968857193","21.3990240414436,-158.149010948637","21.3535440316393,-158.148795823855","21.3533354225436,-158.196661631371","21.37618,-158.172839"
"508",6669,"19.3991233056133,-155.243100229899","19.3988079323591,-155.195618008401","19.3535301776223,-155.1959530688","19.3538454653287,-155.243426473763","19.376327,-155.219524"
